full_date,year,month,month_name,country,daily_orders,gross_revenue,returns_revenue,net_revenue,is_q4
2010-03-22,2010,3,March,EIRE,1,782.45,0.0,782.45,0
2010-03-22,2010,3,March,Germany,2,736.37,0.0,736.37,0
2010-03-22,2010,3,March,Greece,1,0.0,-32.45,-32.45,0
2010-03-22,2010,3,March,Sweden,1,253.58,0.0,253.58,0
2010-03-22,2010,3,March,United Kingdom,99,23810.59,-861.44,22949.15,0
2010-03-23,2010,3,March,Australia,1,34.8,0.0,34.8,0
2010-03-23,2010,3,March,Bahrain,1,119.0,0.0,119.0,0
2010-03-23,2010,3,March,Cyprus,2,1123.51,0.0,1123.51,0
2010-03-23,2010,3,March,EIRE,1,289.45,0.0,289.45,0
2010-03-23,2010,3,March,Germany,1,0.0,-25.9,-25.9,0
2010-03-23,2010,3,March,Portugal,2,0.0,-7.5,-7.5,0
2010-03-23,2010,3,March,United Kingdom,68,31088.4,-132.31,30956.09,0
2010-03-24,2010,3,March,Austria,1,40.0,0.0,40.0,0
2010-03-24,2010,3,March,EIRE,4,519.3,-108.92,410.38,0
2010-03-24,2010,3,March,France,2,804.47,0.0,804.47,0
2010-03-24,2010,3,March,Germany,1,1020.48,0.0,1020.48,0
2010-03-24,2010,3,March,Portugal,1,1885.37,0.0,1885.37,0
2010-03-24,2010,3,March,United Arab Emirates,1,1201.52,0.0,1201.52,0
2010-03-24,2010,3,March,United Kingdom,102,23762.06,-1978.29,21783.77,0
2010-03-25,2010,3,March,Austria,3,536.81,0.0,536.81,0
2010-03-25,2010,3,March,EIRE,2,1502.62,0.0,1502.62,0
2010-03-25,2010,3,March,France,1,381.36,0.0,381.36,0
2010-03-25,2010,3,March,Germany,3,984.05,0.0,984.05,0
2010-03-25,2010,3,March,Netherlands,1,146.68,0.0,146.68,0
2010-03-25,2010,3,March,Spain,2,822.84,0.0,822.84,0
2010-03-25,2010,3,March,United Kingdom,88,28170.16,-115.1,28055.06,0
2010-03-26,2010,3,March,EIRE,1,833.2,0.0,833.2,0
2010-03-26,2010,3,March,France,1,0.0,-89.3,-89.3,0
2010-03-26,2010,3,March,Germany,3,2041.03,-11.3,2029.73,0
2010-03-26,2010,3,March,Netherlands,4,9036.82,0.0,9036.82,0
2010-03-26,2010,3,March,United Kingdom,74,20479.92,-224.18,20255.74,0
2010-03-28,2010,3,March,United Kingdom,59,22508.67,-14.3,22494.37,0
2010-03-29,2010,3,March,Bahrain,1,0.0,-42.5,-42.5,0
2010-03-29,2010,3,March,Germany,1,0.0,-21.0,-21.0,0
2010-03-29,2010,3,March,Spain,2,54.09,0.0,54.09,0
2010-03-29,2010,3,March,United Kingdom,94,59881.68,-691.25,59190.43,0
2010-03-30,2010,3,March,Channel Islands,1,1065.12,0.0,1065.12,0
2010-03-30,2010,3,March,EIRE,3,1430.37,-27.95,1402.42,0
2010-03-30,2010,3,March,France,1,0.0,-36.4,-36.4,0
2010-03-30,2010,3,March,United Kingdom,103,36128.74,-933.1,35195.64,0
2010-03-31,2010,3,March,Germany,1,0.0,-56.1,-56.1,0
2010-03-31,2010,3,March,Spain,1,0.0,-16.7,-16.7,0
2010-03-31,2010,3,March,United Kingdom,85,29716.23,-198.89,29517.34,0
2010-04-01,2010,4,April,Belgium,1,245.76,0.0,245.76,0
2010-04-01,2010,4,April,France,1,714.0,0.0,714.0,0
2010-04-01,2010,4,April,Germany,5,2443.71,0.0,2443.71,0
2010-04-01,2010,4,April,Netherlands,1,2831.66,0.0,2831.66,0
2010-04-01,2010,4,April,United Kingdom,103,24554.02,-199.44,24354.58,0
2010-04-06,2010,4,April,United Kingdom,66,19221.45,-447.1,18774.35,0
2010-04-06,2010,4,April,Unspecified,1,252.52,0.0,252.52,0
2010-04-07,2010,4,April,EIRE,1,1015.48,0.0,1015.48,0
2010-04-07,2010,4,April,France,1,2213.2,0.0,2213.2,0
2010-04-07,2010,4,April,Germany,1,789.75,0.0,789.75,0
2010-04-07,2010,4,April,Japan,1,0.0,-2.75,-2.75,0
2010-04-07,2010,4,April,Sweden,5,5478.0,0.0,5478.0,0
2010-04-07,2010,4,April,United Kingdom,63,25079.98,-78.0,25001.98,0
2010-04-08,2010,4,April,Australia,1,396.2,0.0,396.2,0
2010-04-08,2010,4,April,Germany,2,266.82,0.0,266.82,0
2010-04-08,2010,4,April,Netherlands,1,247.5,0.0,247.5,0
2010-04-08,2010,4,April,United Kingdom,92,46704.66,-417.05,46287.61,0
2010-04-09,2010,4,April,France,2,574.7,0.0,574.7,0
2010-04-09,2010,4,April,Germany,2,2280.93,0.0,2280.93,0
2010-04-09,2010,4,April,Netherlands,1,728.5,0.0,728.5,0
2010-04-09,2010,4,April,United Kingdom,51,13398.0,-132.07,13265.93,0
2010-04-11,2010,4,April,Germany,2,3427.15,0.0,3427.15,0
2010-04-11,2010,4,April,Switzerland,1,728.8,0.0,728.8,0
2010-04-11,2010,4,April,United Kingdom,41,15806.37,-77.85,15728.52,0
2010-04-12,2010,4,April,Belgium,1,0.0,-8.5,-8.5,0
2010-04-12,2010,4,April,Channel Islands,1,926.82,0.0,926.82,0
2010-04-12,2010,4,April,Cyprus,1,0.0,-15.8,-15.8,0
2010-04-12,2010,4,April,EIRE,3,1184.18,-53.95,1130.23,0
2010-04-12,2010,4,April,Germany,3,2928.48,-2.95,2925.53,0
2010-04-12,2010,4,April,Switzerland,1,0.0,-4.25,-4.25,0
2010-04-12,2010,4,April,United Kingdom,75,22137.73,-1125.63,21012.1,0
2010-04-13,2010,4,April,EIRE,3,9475.28,-135.68,9339.6,0
2010-04-13,2010,4,April,Netherlands,1,253.7,0.0,253.7,0
2010-04-13,2010,4,April,Spain,2,454.36,-45.75,408.61,0
2010-04-13,2010,4,April,United Kingdom,85,15841.92,-863.13,14978.79,0
2010-04-14,2010,4,April,EIRE,1,1167.88,0.0,1167.88,0
2010-04-14,2010,4,April,France,2,1211.06,0.0,1211.06,0
2010-04-14,2010,4,April,Germany,2,814.89,0.0,814.89,0
2010-04-14,2010,4,April,Spain,1,0.0,-12.75,-12.75,0
2010-04-14,2010,4,April,United Kingdom,58,23999.08,-587.53,23411.55,0
2010-04-15,2010,4,April,Germany,1,284.59,0.0,284.59,0
2010-04-15,2010,4,April,Spain,1,379.62,0.0,379.62,0
2010-04-15,2010,4,April,United Kingdom,67,18818.98,-110.5,18708.48,0
2010-04-16,2010,4,April,Belgium,1,1125.44,0.0,1125.44,0
2010-04-16,2010,4,April,France,1,114.48,0.0,114.48,0
2010-04-16,2010,4,April,Germany,1,359.61,0.0,359.61,0
2010-04-16,2010,4,April,Netherlands,1,378.6,0.0,378.6,0
2010-04-16,2010,4,April,Sweden,1,3720.24,0.0,3720.24,0
2010-04-16,2010,4,April,United Kingdom,43,13858.48,-1495.31,12363.17,0
2010-04-18,2010,4,April,Belgium,1,313.65,0.0,313.65,0
2010-04-18,2010,4,April,Netherlands,1,130.07,0.0,130.07,0
2010-04-18,2010,4,April,Sweden,5,5814.6,0.0,5814.6,0
2010-04-18,2010,4,April,United Kingdom,49,17838.56,-31.15,17807.41,0
2010-04-19,2010,4,April,EIRE,3,2091.78,0.0,2091.78,0
2010-04-19,2010,4,April,Germany,1,689.46,0.0,689.46,0
2010-04-19,2010,4,April,Sweden,2,654.6,0.0,654.6,0
2010-04-19,2010,4,April,United Arab Emirates,1,0.0,-16.5,-16.5,0
2010-04-19,2010,4,April,United Kingdom,79,41848.27,-267.32,41580.95,0
2010-04-20,2010,4,April,EIRE,1,588.98,0.0,588.98,0
2010-04-20,2010,4,April,Germany,3,995.92,-30.85,965.07,0
2010-04-20,2010,4,April,Netherlands,1,337.4,0.0,337.4,0
2010-04-20,2010,4,April,United Kingdom,70,23063.36,-106.75,22956.61,0
2010-04-21,2010,4,April,Belgium,1,0.0,-12.75,-12.75,0
2010-04-21,2010,4,April,Cyprus,2,1151.7,0.0,1151.7,0
2010-04-21,2010,4,April,Finland,3,1255.13,0.0,1255.13,0
2010-04-21,2010,4,April,France,1,1112.06,0.0,1112.06,0
2010-04-21,2010,4,April,Germany,2,4157.74,0.0,4157.74,0
2010-04-21,2010,4,April,Hong Kong,1,2236.61,0.0,2236.61,0
2010-04-21,2010,4,April,United Kingdom,72,17806.54,-67.95,17738.59,0
2010-04-22,2010,4,April,Denmark,1,748.0,0.0,748.0,0
2010-04-22,2010,4,April,EIRE,3,2344.25,0.0,2344.25,0
2010-04-22,2010,4,April,France,1,0.0,-13.52,-13.52,0
2010-04-22,2010,4,April,Germany,4,1104.09,-65.0,1039.09,0
2010-04-22,2010,4,April,Netherlands,2,626.85,0.0,626.85,0
2010-04-22,2010,4,April,United Kingdom,119,32799.55,-1722.95,31076.6,0
2010-04-23,2010,4,April,France,1,211.15,0.0,211.15,0
2010-04-23,2010,4,April,Germany,2,0.0,-64.14,-64.14,0
2010-04-23,2010,4,April,Sweden,1,281.0,0.0,281.0,0
2010-04-23,2010,4,April,United Kingdom,62,16231.81,-607.18,15624.63,0
2010-04-25,2010,4,April,EIRE,1,1002.95,0.0,1002.95,0
2010-04-25,2010,4,April,Germany,1,645.1,0.0,645.1,0
2010-04-25,2010,4,April,United Kingdom,48,15112.62,-355.8,14756.82,0
2010-04-26,2010,4,April,EIRE,2,2308.86,0.0,2308.86,0
2010-04-26,2010,4,April,Germany,3,1759.89,0.0,1759.89,0
2010-04-26,2010,4,April,United Kingdom,113,31815.13,-62.6,31752.53,0
2010-04-27,2010,4,April,Australia,1,234.75,0.0,234.75,0
2010-04-27,2010,4,April,EIRE,1,0.0,-12.75,-12.75,0
2010-04-27,2010,4,April,Singapore,1,1252.95,0.0,1252.95,0
2010-04-27,2010,4,April,United Kingdom,103,44869.88,-482.42,44387.46,0
2010-04-28,2010,4,April,Belgium,1,885.54,0.0,885.54,0
2010-04-28,2010,4,April,France,2,1492.33,0.0,1492.33,0
2010-04-28,2010,4,April,Germany,1,339.75,0.0,339.75,0
2010-04-28,2010,4,April,Greece,1,277.93,0.0,277.93,0
2010-04-28,2010,4,April,Italy,1,457.33,0.0,457.33,0
2010-04-28,2010,4,April,Switzerland,1,0.0,-32.75,-32.75,0
2010-04-28,2010,4,April,United Kingdom,72,29101.96,-71.15,29030.81,0
2010-04-29,2010,4,April,EIRE,2,1703.63,0.0,1703.63,0
2010-04-29,2010,4,April,France,1,0.0,-26.55,-26.55,0
2010-04-29,2010,4,April,Germany,1,0.0,-19.8,-19.8,0
2010-04-29,2010,4,April,Italy,1,1068.52,0.0,1068.52,0
2010-04-29,2010,4,April,Portugal,2,85.54,-124.24,-38.7,0
2010-04-29,2010,4,April,Switzerland,1,1210.96,0.0,1210.96,0
2010-04-29,2010,4,April,United Kingdom,94,28751.72,-1263.02,27488.7,0
2010-04-30,2010,4,April,Austria,1,1388.54,0.0,1388.54,0
2010-04-30,2010,4,April,EIRE,2,674.36,-36.4,637.96,0
2010-04-30,2010,4,April,Germany,1,395.35,0.0,395.35,0
2010-04-30,2010,4,April,Netherlands,1,1354.5,0.0,1354.5,0
2010-04-30,2010,4,April,United Kingdom,88,24703.73,-991.2,23712.53,0
2010-05-02,2010,5,May,EIRE,1,1098.27,0.0,1098.27,0
2010-05-02,2010,5,May,Germany,1,231.85,0.0,231.85,0
2010-05-02,2010,5,May,Netherlands,1,133.8,0.0,133.8,0
2010-05-02,2010,5,May,United Kingdom,40,10903.91,-333.95,10569.96,0
2010-05-04,2010,5,May,EIRE,3,964.0,-3.95,960.05,0
2010-05-04,2010,5,May,Finland,1,0.0,-19.8,-19.8,0
2010-05-04,2010,5,May,Germany,2,0.0,-75.2,-75.2,0
2010-05-04,2010,5,May,Italy,1,1008.95,0.0,1008.95,0
2010-05-04,2010,5,May,Spain,3,2129.65,0.0,2129.65,0
2010-05-04,2010,5,May,United Kingdom,88,18373.1,-518.7,17854.4,0
2010-05-05,2010,5,May,Belgium,1,0.0,-13.2,-13.2,0
2010-05-05,2010,5,May,Channel Islands,3,1194.48,-9.19,1185.29,0
2010-05-05,2010,5,May,Germany,1,396.3,0.0,396.3,0
2010-05-05,2010,5,May,United Kingdom,111,26268.71,-1267.58,25001.13,0
2010-05-06,2010,5,May,Australia,1,461.62,0.0,461.62,0
2010-05-06,2010,5,May,EIRE,2,3449.0,0.0,3449.0,0
2010-05-06,2010,5,May,France,5,8490.9,0.0,8490.9,0
2010-05-06,2010,5,May,Germany,2,2172.49,0.0,2172.49,0
2010-05-06,2010,5,May,Netherlands,3,18002.0,0.0,18002.0,0
2010-05-06,2010,5,May,United Kingdom,111,21023.77,-1090.57,19933.2,0
2010-05-07,2010,5,May,France,2,830.01,0.0,830.01,0
2010-05-07,2010,5,May,United Kingdom,86,34932.09,-826.45,34105.64,0
2010-05-09,2010,5,May,Belgium,1,98.15,0.0,98.15,0
2010-05-09,2010,5,May,EIRE,3,4835.22,0.0,4835.22,0
2010-05-09,2010,5,May,United Kingdom,60,18190.68,-53.15,18137.53,0
2010-05-10,2010,5,May,Bahrain,1,97.75,0.0,97.75,0
2010-05-10,2010,5,May,EIRE,2,1434.77,0.0,1434.77,0
2010-05-10,2010,5,May,France,1,151.52,0.0,151.52,0
2010-05-10,2010,5,May,Germany,1,0.0,-36.55,-36.55,0
2010-05-10,2010,5,May,Italy,1,945.75,0.0,945.75,0
2010-05-10,2010,5,May,Netherlands,1,821.6,0.0,821.6,0
2010-05-10,2010,5,May,United Kingdom,113,28628.7,-2499.82,26128.88,0
2010-05-11,2010,5,May,Cyprus,1,515.61,0.0,515.61,0
2010-05-11,2010,5,May,EIRE,1,927.55,0.0,927.55,0
2010-05-11,2010,5,May,Finland,1,837.11,0.0,837.11,0
2010-05-11,2010,5,May,France,1,499.48,0.0,499.48,0
2010-05-11,2010,5,May,Germany,1,259.74,0.0,259.74,0
2010-05-11,2010,5,May,USA,1,324.51,0.0,324.51,0
2010-05-11,2010,5,May,United Kingdom,174,25416.12,-72.8,25343.32,0
2010-05-12,2010,5,May,France,1,344.87,0.0,344.87,0
2010-05-12,2010,5,May,Germany,1,637.2,0.0,637.2,0
2010-05-12,2010,5,May,Greece,1,413.56,0.0,413.56,0
2010-05-12,2010,5,May,Sweden,10,3556.76,0.0,3556.76,0
2010-05-12,2010,5,May,Switzerland,1,535.37,0.0,535.37,0
2010-05-12,2010,5,May,United Kingdom,123,25842.7,-122.7,25720.0,0
2010-05-13,2010,5,May,EIRE,1,1466.38,0.0,1466.38,0
2010-05-13,2010,5,May,France,2,732.42,-29.7,702.72,0
2010-05-13,2010,5,May,Germany,1,755.42,0.0,755.42,0
2010-05-13,2010,5,May,Spain,2,724.93,0.0,724.93,0
2010-05-13,2010,5,May,USA,1,91.8,0.0,91.8,0
2010-05-13,2010,5,May,United Kingdom,88,37294.1,-12668.77,24625.33,0
2010-05-14,2010,5,May,EIRE,1,0.0,-13.45,-13.45,0
2010-05-14,2010,5,May,France,1,0.0,-10.85,-10.85,0
2010-05-14,2010,5,May,Germany,3,0.0,-166.05,-166.05,0
2010-05-14,2010,5,May,United Kingdom,101,18895.91,-6760.86,12135.05,0
2010-05-16,2010,5,May,France,1,1209.14,0.0,1209.14,0
2010-05-16,2010,5,May,Netherlands,1,1489.46,0.0,1489.46,0
2010-05-16,2010,5,May,United Kingdom,45,15766.89,-346.34,15420.55,0
2010-05-17,2010,5,May,EIRE,1,966.57,0.0,966.57,0
2010-05-17,2010,5,May,Germany,1,648.58,0.0,648.58,0
2010-05-17,2010,5,May,Italy,1,220.0,0.0,220.0,0
2010-05-17,2010,5,May,United Kingdom,142,23727.37,-1275.48,22451.89,0
2010-05-18,2010,5,May,Germany,2,241.4,-24.4,217.0,0
2010-05-18,2010,5,May,Italy,1,200.0,0.0,200.0,0
2010-05-18,2010,5,May,Switzerland,1,595.17,0.0,595.17,0
2010-05-18,2010,5,May,United Kingdom,87,27970.09,-1605.04,26365.05,0
2010-05-19,2010,5,May,Channel Islands,1,782.8,0.0,782.8,0
2010-05-19,2010,5,May,EIRE,1,0.0,-54.02,-54.02,0
2010-05-19,2010,5,May,France,1,0.0,-15.1,-15.1,0
2010-05-19,2010,5,May,Germany,1,0.0,-10.95,-10.95,0
2010-05-19,2010,5,May,United Kingdom,76,17048.28,-624.26,16424.02,0
2010-05-20,2010,5,May,EIRE,2,661.4,0.0,661.4,0
2010-05-20,2010,5,May,Germany,2,282.75,-14.4,268.35,0
2010-05-20,2010,5,May,Switzerland,1,404.44,0.0,404.44,0
2010-05-20,2010,5,May,United Kingdom,81,24426.04,-732.39,23693.65,0
2010-05-21,2010,5,May,Australia,2,791.16,0.0,791.16,0
2010-05-21,2010,5,May,Bahrain,1,488.21,0.0,488.21,0
2010-05-21,2010,5,May,Channel Islands,1,0.0,-12.75,-12.75,0
2010-05-21,2010,5,May,EIRE,1,1109.75,0.0,1109.75,0
2010-05-21,2010,5,May,France,1,300.6,0.0,300.6,0
2010-05-21,2010,5,May,Germany,2,1953.4,0.0,1953.4,0
2010-05-21,2010,5,May,Greece,1,2062.66,0.0,2062.66,0
2010-05-21,2010,5,May,Italy,1,0.0,-10.95,-10.95,0
2010-05-21,2010,5,May,United Kingdom,114,20635.14,-455.02,20180.12,0
2010-05-23,2010,5,May,Germany,1,295.85,0.0,295.85,0
2010-05-23,2010,5,May,Portugal,1,632.95,0.0,632.95,0
2010-05-23,2010,5,May,Switzerland,1,6802.48,0.0,6802.48,0
2010-05-23,2010,5,May,United Kingdom,50,17720.69,-418.54,17302.15,0
2010-05-24,2010,5,May,Australia,1,59.92,0.0,59.92,0
2010-05-24,2010,5,May,EIRE,1,550.42,0.0,550.42,0
2010-05-24,2010,5,May,Germany,1,394.32,0.0,394.32,0
2010-05-24,2010,5,May,Netherlands,1,1195.42,0.0,1195.42,0
2010-05-24,2010,5,May,Portugal,2,124.25,-124.25,0.0,0
2010-05-24,2010,5,May,United Kingdom,92,33507.0,-865.7,32641.3,0
2010-05-25,2010,5,May,Austria,2,622.04,-40.0,582.04,0
2010-05-25,2010,5,May,Channel Islands,2,1078.81,-33.9,1044.91,0
2010-05-25,2010,5,May,EIRE,1,0.0,-22.2,-22.2,0
2010-05-25,2010,5,May,Netherlands,1,774.25,0.0,774.25,0
2010-05-25,2010,5,May,Switzerland,1,80.0,0.0,80.0,0
2010-05-25,2010,5,May,United Kingdom,148,19900.3,-626.46,19273.84,0
2010-05-26,2010,5,May,Channel Islands,2,2322.43,0.0,2322.43,0
2010-05-26,2010,5,May,EIRE,1,1389.26,0.0,1389.26,0
2010-05-26,2010,5,May,France,2,1308.01,0.0,1308.01,0
2010-05-26,2010,5,May,Germany,2,0.0,-66.0,-66.0,0
2010-05-26,2010,5,May,Italy,1,0.0,-12.75,-12.75,0
2010-05-26,2010,5,May,Switzerland,1,1407.7,0.0,1407.7,0
2010-05-26,2010,5,May,United Kingdom,108,29594.33,-257.32,29337.01,0
2010-05-27,2010,5,May,Germany,2,305.2,-11.9,293.3,0
2010-05-27,2010,5,May,Switzerland,1,0.0,-15.0,-15.0,0
2010-05-27,2010,5,May,United Kingdom,97,30664.73,-70.77,30593.96,0
2010-05-28,2010,5,May,France,2,91.2,-456.0,-364.8,0
2010-05-28,2010,5,May,Germany,2,533.86,0.0,533.86,0
2010-05-28,2010,5,May,United Kingdom,95,21281.14,-4178.12,17103.02,0
2010-05-30,2010,5,May,United Kingdom,35,10814.96,-108.65,10706.31,0
2010-06-01,2010,6,June,France,1,147.4,0.0,147.4,0
2010-06-01,2010,6,June,Germany,2,301.5,-52.69,248.81,0
2010-06-01,2010,6,June,United Kingdom,50,15279.3,-35.7,15243.6,0
2010-06-02,2010,6,June,France,3,389.2,0.0,389.2,0
2010-06-02,2010,6,June,United Kingdom,51,15847.09,-103.42,15743.67,0
2010-06-03,2010,6,June,Belgium,1,489.26,0.0,489.26,0
2010-06-03,2010,6,June,Channel Islands,1,0.0,-95.85,-95.85,0
2010-06-03,2010,6,June,EIRE,3,2019.81,0.0,2019.81,0
2010-06-03,2010,6,June,France,4,801.62,-18.6,783.02,0
2010-06-03,2010,6,June,Netherlands,2,4572.62,0.0,4572.62,0
2010-06-03,2010,6,June,United Kingdom,101,21767.04,-2393.19,19373.85,0
2010-06-04,2010,6,June,Australia,1,0.0,-25.5,-25.5,0
2010-06-04,2010,6,June,France,1,244.88,0.0,244.88,0
2010-06-04,2010,6,June,Germany,1,620.6,0.0,620.6,0
2010-06-04,2010,6,June,Italy,1,12.75,0.0,12.75,0
2010-06-04,2010,6,June,Portugal,1,0.0,-22.25,-22.25,0
2010-06-04,2010,6,June,United Kingdom,137,20392.4,-5.45,20386.95,0
2010-06-06,2010,6,June,France,1,573.86,0.0,573.86,0
2010-06-06,2010,6,June,Germany,1,1081.33,0.0,1081.33,0
2010-06-06,2010,6,June,United Kingdom,74,24028.31,-262.92,23765.39,0
2010-06-07,2010,6,June,Austria,1,268.1,0.0,268.1,0
2010-06-07,2010,6,June,Germany,6,2305.88,-285.75,2020.13,0
2010-06-07,2010,6,June,United Kingdom,112,47175.96,-4138.3,43037.66,0
2010-06-08,2010,6,June,Germany,4,1778.35,0.0,1778.35,0
2010-06-08,2010,6,June,Switzerland,2,211.2,-211.2,0.0,0
2010-06-08,2010,6,June,United Kingdom,111,50427.96,-590.75,49837.21,0
2010-06-09,2010,6,June,Australia,1,446.54,0.0,446.54,0
2010-06-09,2010,6,June,France,1,89.2,0.0,89.2,0
2010-06-09,2010,6,June,Portugal,1,1590.11,0.0,1590.11,0
2010-06-09,2010,6,June,Sweden,1,206.2,0.0,206.2,0
2010-06-09,2010,6,June,USA,1,360.0,0.0,360.0,0
2010-06-09,2010,6,June,United Kingdom,91,35718.79,-789.2,34929.59,0
2010-06-10,2010,6,June,EIRE,1,0.0,-46.8,-46.8,0
2010-06-10,2010,6,June,France,4,689.95,-101.4,588.55,0
2010-06-10,2010,6,June,Germany,1,249.78,0.0,249.78,0
2010-06-10,2010,6,June,United Kingdom,90,17193.29,-2382.49,14810.8,0
2010-06-11,2010,6,June,Denmark,2,1407.36,0.0,1407.36,0
2010-06-11,2010,6,June,EIRE,2,2164.68,0.0,2164.68,0
2010-06-11,2010,6,June,France,1,851.93,0.0,851.93,0
2010-06-11,2010,6,June,Spain,1,1708.56,0.0,1708.56,0
2010-06-11,2010,6,June,United Kingdom,84,27058.05,-207.55,26850.5,0
2010-06-13,2010,6,June,Finland,1,534.14,0.0,534.14,0
2010-06-13,2010,6,June,Germany,2,458.88,0.0,458.88,0
2010-06-13,2010,6,June,United Kingdom,75,20623.42,-135.6,20487.82,0
2010-06-14,2010,6,June,EIRE,3,3771.31,0.0,3771.31,0
2010-06-14,2010,6,June,France,2,1203.4,0.0,1203.4,0
2010-06-14,2010,6,June,Italy,1,254.7,0.0,254.7,0
2010-06-14,2010,6,June,United Kingdom,69,18966.0,-953.26,18012.74,0
2010-06-15,2010,6,June,EIRE,2,7896.14,-73.55,7822.59,0
2010-06-15,2010,6,June,Germany,2,2776.08,0.0,2776.08,0
2010-06-15,2010,6,June,United Kingdom,72,19662.37,-701.79,18960.58,0
2010-06-16,2010,6,June,EIRE,1,167.45,0.0,167.45,0
2010-06-16,2010,6,June,Germany,1,787.17,0.0,787.17,0
2010-06-16,2010,6,June,Spain,1,623.64,0.0,623.64,0
2010-06-16,2010,6,June,United Kingdom,89,29746.77,-127.99,29618.78,0
2010-06-17,2010,6,June,Belgium,1,346.25,0.0,346.25,0
2010-06-17,2010,6,June,Denmark,1,617.27,0.0,617.27,0
2010-06-17,2010,6,June,EIRE,3,783.51,0.0,783.51,0
2010-06-17,2010,6,June,France,1,1212.4,0.0,1212.4,0
2010-06-17,2010,6,June,United Kingdom,86,21315.14,-296.46,21018.68,0
2010-06-18,2010,6,June,Denmark,1,670.88,0.0,670.88,0
2010-06-18,2010,6,June,Netherlands,2,4521.71,0.0,4521.71,0
2010-06-18,2010,6,June,United Kingdom,61,13359.57,-166.59,13192.98,0
2010-06-20,2010,6,June,EIRE,1,935.4,0.0,935.4,0
2010-06-20,2010,6,June,Germany,1,805.74,0.0,805.74,0
2010-06-20,2010,6,June,United Kingdom,25,7372.29,-12.75,7359.54,0
2010-06-21,2010,6,June,Thailand,1,1956.84,0.0,1956.84,0
2010-06-21,2010,6,June,United Kingdom,51,19202.02,-10.95,19191.07,0
2010-06-22,2010,6,June,Cyprus,1,489.8,0.0,489.8,0
2010-06-22,2010,6,June,EIRE,1,302.0,0.0,302.0,0
2010-06-22,2010,6,June,France,1,571.4,0.0,571.4,0
2010-06-22,2010,6,June,Netherlands,2,98.7,-68.0,30.7,0
2010-06-22,2010,6,June,Portugal,1,421.55,0.0,421.55,0
2010-06-22,2010,6,June,USA,1,130.0,0.0,130.0,0
2010-06-22,2010,6,June,United Kingdom,39,12736.23,-16.6,12719.63,0
2010-06-23,2010,6,June,Australia,1,441.5,0.0,441.5,0
2010-06-23,2010,6,June,Belgium,1,367.48,0.0,367.48,0
2010-06-23,2010,6,June,EIRE,3,2037.11,0.0,2037.11,0
2010-06-23,2010,6,June,Japan,1,375.33,0.0,375.33,0
2010-06-23,2010,6,June,Portugal,1,426.47,0.0,426.47,0
2010-06-23,2010,6,June,United Kingdom,63,24194.97,-2.55,24192.42,0
2010-06-24,2010,6,June,Channel Islands,1,845.0,0.0,845.0,0
2010-06-24,2010,6,June,Denmark,1,0.0,-5.9,-5.9,0
2010-06-24,2010,6,June,EIRE,2,657.39,-49.05,608.34,0
2010-06-24,2010,6,June,France,1,610.26,0.0,610.26,0
2010-06-24,2010,6,June,Germany,1,1544.87,0.0,1544.87,0
2010-06-24,2010,6,June,Hong Kong,1,1685.65,0.0,1685.65,0
2010-06-24,2010,6,June,Poland,1,556.16,0.0,556.16,0
2010-06-24,2010,6,June,USA,1,236.07,0.0,236.07,0
2010-06-24,2010,6,June,United Kingdom,109,19029.6,-1585.82,17443.78,0
2010-06-25,2010,6,June,Bahrain,1,463.28,0.0,463.28,0
2010-06-25,2010,6,June,EIRE,1,837.31,0.0,837.31,0
2010-06-25,2010,6,June,United Kingdom,50,16418.83,-15.25,16403.58,0
2010-06-27,2010,6,June,United Kingdom,62,18834.32,-1262.5,17571.82,0
2010-06-28,2010,6,June,Belgium,1,0.0,-9.95,-9.95,0
2010-06-28,2010,6,June,Germany,4,481.08,-76.0,405.08,0
2010-06-28,2010,6,June,Japan,1,219.35,0.0,219.35,0
2010-06-28,2010,6,June,Netherlands,3,14870.38,-54.5,14815.88,0
2010-06-28,2010,6,June,Portugal,1,1230.33,0.0,1230.33,0
2010-06-28,2010,6,June,Sweden,1,708.1,0.0,708.1,0
2010-06-28,2010,6,June,Switzerland,1,2151.27,0.0,2151.27,0
2010-06-28,2010,6,June,USA,1,170.0,0.0,170.0,0
2010-06-28,2010,6,June,United Kingdom,67,34158.01,-8494.59,25663.42,0
2010-06-29,2010,6,June,Belgium,4,2597.35,-240.0,2357.35,0
2010-06-29,2010,6,June,EIRE,1,142.8,0.0,142.8,0
2010-06-29,2010,6,June,France,4,980.98,0.0,980.98,0
2010-06-29,2010,6,June,Germany,3,1006.8,0.0,1006.8,0
2010-06-29,2010,6,June,Netherlands,1,161.1,0.0,161.1,0
2010-06-29,2010,6,June,United Kingdom,76,30247.93,-332.0,29915.93,0
2010-06-30,2010,6,June,Australia,1,2326.74,0.0,2326.74,0
2010-06-30,2010,6,June,Belgium,1,0.0,-15.0,-15.0,0
2010-06-30,2010,6,June,EIRE,4,1134.3,-117.05,1017.25,0
2010-06-30,2010,6,June,France,1,806.06,0.0,806.06,0
2010-06-30,2010,6,June,Germany,4,1480.57,-18.0,1462.57,0
2010-06-30,2010,6,June,Greece,1,302.4,0.0,302.4,0
2010-06-30,2010,6,June,Japan,1,0.0,-55.0,-55.0,0
2010-06-30,2010,6,June,United Kingdom,130,28564.94,-2709.6,25855.34,0
